timestamp,x,y,z
0,6.02,-0.2,-1.81
10,6.29,-0.86,-3.49
20,5.96,-1.65,-5.44
30,5.1,-2.59,-7.8
40,3.82,-3.53,-9.76
50,2.23,-5.05,-10.71
60,-0.06,-6.7,-10.46
70,-1.98,-8.54,-8.74
80,-3.31,-10.36,-6.33
90,-4.43,-11.97,-3.5
100,-4.11,-13.46,-0.33
110,-2.22,-14.94,2.15
120,0.03,-16.44,3.73
130,1.87,-17.79,4.62
140,2.12,-18.79,5.98
150,1.04,-18.96,9.11
160,-0.29,-18.48,13.34
170,1.28,-18.05,17.88
180,4.7,-17.94,19.18
190,5.98,-17.95,18.41
200,5.57,-18.06,17.27
210,4.17,-18.36,16.19
220,2.3,-18.93,15.57
230,1.3,-19.35,15.53
240,1.18,-19.51,17.14
250,1.34,-19.23,19.03
260,1.38,-18.5,20.15
270,0.85,-17.67,20.57
280,0.36,-16.51,19.93
290,0.01,-16.03,18.5
300,0.75,-15.58,16.57
310,1.15,-15.15,14.27
320,1.8,-15.05,12.14
330,2.46,-14.8,10.43
340,2.45,-14.31,9.11
350,2.33,-13.75,8.37
360,2.31,-13.17,7.9
370,2.43,-12.65,7.5
380,2.64,-12.34,7.0
390,2.94,-12.05,6.57
400,2.95,-11.86,6.15
410,3.0,-11.67,5.85
420,2.8,-11.47,6.15
430,2.73,-11.28,6.69
440,2.99,-11.25,7.06
450,2.87,-11.22,7.38
460,3.1,-11.35,7.63
470,3.23,-11.59,7.83
480,3.43,-11.8,7.91
490,4.19,-11.88,8.59
500,5.29,-12.01,10.04
510,6.31,-12.23,11.95
520,7.74,-12.67,14.01
530,9.25,-13.15,15.69
540,10.43,-13.64,16.54
550,11.41,-14.25,16.33
560,12.07,-14.98,15.79
570,12.61,-15.7,15.75
580,12.63,-16.36,16.33
590,11.43,-16.89,17.23
600,9.38,-17.29,18.5
610,7.24,-17.74,20.15
620,5.26,-18.37,21.0
630,3.28,-19.29,20.38
640,0.91,-20.01,18.53
650,-0.49,-20.49,16.61
660,-1.54,-20.28,14.28
670,-2.15,-19.32,11.6
680,-0.97,-18.31,8.23
690,-0.36,-16.74,4.68
700,-1.55,-13.36,3.01
710,-1.25,-10.52,3.28
720,0.6,-9.62,3.87
730,0.41,-8.1,1.7
740,-1.11,-6.73,-1.78
750,-3.75,-4.7,-2.81
760,-5.34,-3.09,-4.06
770,-6.01,-1.7,-6.4
780,-6.45,-0.31,-8.27
790,-6.13,0.98,-8.11
800,-5.08,1.97,-5.81
810,-4.53,2.9,-3.51
820,-4.63,3.53,-2.56
830,-4.8,4.01,-2.15
840,-4.64,4.33,-1.81
850,-4.73,4.64,-1.29
860,-4.61,5.05,-0.38
870,-3.84,5.4,0.47
880,-3.52,5.61,0.7
890,-3.17,5.71,0.91
900,-2.08,5.79,2.03
910,-0.84,6.0,4.01
920,-0.41,6.33,5.17
930,-0.99,6.55,5.15
940,-1.44,6.65,4.57
950,-0.9,6.79,4.77
960,0.18,7.01,6.27
970,1.14,7.24,7.63
980,0.8,7.46,7.18
990,0.13,7.57,5.8
1000,-0.42,7.87,4.5
