timestamp,x,y,z
0,2.64,6.43,5.79
10,2.79,6.6,6.0
20,2.83,6.68,6.1
30,2.81,6.76,6.09
40,2.46,6.8,6.04
50,2.04,6.96,6.01
60,1.89,7.08,5.94
70,1.67,7.17,5.83
80,1.38,7.18,5.69
90,1.32,7.13,5.69
100,1.34,7.02,5.68
110,1.13,6.82,5.71
120,1.01,6.64,5.6
130,0.86,6.39,5.31
140,0.77,6.16,4.86
150,0.96,5.99,4.43
160,1.25,5.81,4.15
170,1.52,5.67,3.94
180,1.72,5.54,3.83
190,1.98,5.4,4.02
200,2.25,5.38,4.48
210,2.3,5.25,4.91
220,2.38,5.14,5.32
230,2.8,5.04,5.49
240,3.13,4.74,5.32
250,3.35,4.47,4.91
260,3.56,4.19,4.51
270,3.85,3.89,4.33
280,3.88,3.66,4.34
290,3.71,3.39,4.56
300,3.43,3.07,4.81
310,2.99,2.8,4.84
320,2.52,2.68,4.73
330,2.27,2.68,4.58
340,2.12,2.69,4.29
350,1.87,2.4,3.91
360,1.37,1.97,3.68
370,0.93,1.75,3.74
380,0.43,1.31,3.83
390,-0.17,0.89,3.91
400,-0.5,0.78,4.17
410,-0.34,0.93,4.48
420,-0.38,0.93,4.82
430,-0.67,0.64,4.89
440,-0.94,0.34,4.81
450,-1.16,-0.19,4.59
460,-1.34,-0.68,4.54
470,-1.23,-1.2,4.65
480,-1.0,-1.55,5.58
490,-1.23,-1.75,7.36
500,-1.73,-1.77,9.13
510,-2.22,-1.59,10.25
520,-2.75,-1.35,10.02
530,-2.61,-3.68,9.92
540,-2.52,-2.37,9.31
550,-3.25,-3.48,8.83
560,-4.67,-4.64,9.39
570,-5.74,-4.36,11.05
580,-5.83,-4.85,13.58
590,-6.34,-5.06,16.16
600,-7.33,-4.22,19.09
610,-7.8,-3.57,22.42
620,-7.72,-2.89,25.26
630,-7.45,-2.32,26.45
640,-7.02,-2.07,26.43
650,-7.01,-1.91,25.57
660,-7.33,-1.55,24.22
670,-7.85,-1.42,22.89
680,-8.33,-1.33,21.92
690,-8.33,-1.24,21.29
700,-7.85,-1.35,20.92
710,-6.98,-0.9,19.87
720,-6.68,-1.39,19.75
730,-6.23,-1.81,18.64
740,-5.45,-1.93,17.65
750,-4.41,-2.09,17.16
760,-3.58,-2.45,15.99
770,-3.37,-2.54,15.31
780,-3.61,-2.64,15.0
790,-3.82,-2.66,14.93
800,-3.59,-2.94,15.16
810,-2.88,-3.05,15.95
820,-2.0,-3.15,16.75
830,-1.63,-3.24,16.99
840,-1.94,-3.29,16.71
850,-2.89,-3.31,16.13
860,-3.49,-3.06,16.49
870,-3.0,-2.73,17.68
880,-1.97,-2.48,19.13
890,-1.05,-2.48,20.16
900,-0.65,-2.63,20.15
910,-0.61,-3.01,18.95
920,-1.03,-3.22,17.48
930,-1.59,-3.13,16.27
940,-1.86,-2.9,15.74
950,-1.7,-2.89,15.82
960,-1.79,-2.88,15.81
970,-2.28,-2.77,15.54
980,-3.28,-2.6,15.06
990,-3.89,-2.62,14.1
1000,-4.01,-2.99,12.73
