timestamp,x,y,z
0,2.13,2.02,0.52
10,2.74,1.65,0.07
20,3.38,1.23,-0.57
30,3.93,0.78,-1.43
40,4.24,0.37,-2.38
50,4.14,-0.04,-3.24
60,3.32,-0.39,-4.03
70,2.42,-0.91,-4.68
80,1.54,-1.52,-5.6
90,0.88,-2.25,-6.38
100,0.61,-3.46,-6.97
110,0.76,-5.16,-7.51
120,1.77,-7.32,-7.18
130,2.9,-9.8,-5.96
140,3.39,-12.25,-4.43
150,2.81,-14.53,-2.3
160,1.29,-16.53,0.4
170,-0.11,-18.3,3.51
180,-1.16,-20.02,5.75
190,-1.99,-21.54,7.69
200,-2.12,-22.46,11.23
210,-0.69,-22.43,15.98
220,0.71,-21.88,20.2
230,2.24,-21.03,24.11
240,5.26,-20.16,26.42
250,8.49,-19.6,26.64
260,9.78,-18.67,25.34
270,8.45,-17.65,23.45
280,6.85,-17.19,21.2
290,5.38,-16.96,19.38
300,3.71,-16.51,18.44
310,2.42,-15.91,18.62
320,1.42,-15.18,18.95
330,1.15,-14.56,18.83
340,1.41,-13.96,18.55
350,1.54,-13.46,18.07
360,1.58,-13.05,17.02
370,1.86,-12.92,15.39
380,2.26,-12.88,13.33
390,2.38,-12.78,11.56
400,2.28,-12.7,9.5
410,1.84,-12.28,7.81
420,2.67,-12.29,7.24
430,3.25,-11.87,7.65
440,3.76,-11.47,8.16
450,4.66,-11.1,9.3
460,5.66,-10.93,10.59
470,6.69,-10.76,12.14
480,7.69,-10.55,13.37
490,9.11,-11.19,15.32
500,10.29,-11.88,16.45
510,10.89,-12.66,16.33
520,10.54,-13.39,15.35
530,9.84,-13.8,14.42
540,8.82,-13.75,14.59
550,7.21,-13.38,16.47
560,5.54,-12.76,20.01
570,5.31,-12.78,23.77
580,5.79,-14.0,25.08
590,5.11,-15.49,24.2
600,3.37,-17.13,23.04
610,2.23,-18.48,22.53
620,2.02,-20.03,21.52
630,1.3,-21.5,19.28
640,0.32,-21.8,17.01
650,-1.03,-21.56,12.91
660,-3.15,-20.2,6.1
670,-4.84,-17.21,-1.01
680,-7.89,-12.09,-5.91
690,-8.38,-7.99,-6.91
700,-7.02,-5.2,-7.18
710,-6.41,-2.25,-7.5
720,-4.59,-0.97,-6.39
730,-2.75,-0.02,-4.59
740,-1.68,0.89,-3.98
750,-1.99,1.84,-3.78
760,-2.84,2.89,-3.58
770,-3.58,4.1,-2.93
780,-3.81,4.82,-2.13
790,-3.77,5.36,-2.04
800,-3.69,5.71,-1.39
810,-3.08,6.01,1.05
820,-1.44,6.22,3.69
830,-0.53,6.28,4.2
840,-0.73,6.35,3.05
850,-0.88,6.48,2.02
860,-0.78,6.56,1.55
870,-0.34,6.66,1.75
880,0.37,6.71,2.41
890,1.05,6.92,3.29
900,1.75,7.12,4.45
910,2.61,7.19,5.62
920,3.16,7.26,5.92
930,3.19,7.45,5.59
940,3.08,7.84,5.59
950,3.01,8.03,5.57
960,3.39,8.14,5.45
970,3.72,8.28,5.3
980,3.95,8.41,5.09
990,4.13,8.39,4.65
1000,4.05,8.19,4.16
