timestamp,x,y,z
0,4.93,8.88,4.36
10,4.43,8.39,5.07
20,4.15,7.87,5.72
30,4.5,7.52,6.21
40,5.15,7.23,6.73
50,5.63,6.73,7.12
60,5.77,6.11,7.33
70,5.6,5.33,7.37
80,4.68,4.24,7.4
90,3.29,2.98,7.27
100,2.41,1.93,6.72
110,2.27,1.16,5.44
120,2.6,0.61,3.87
130,2.45,-0.26,2.61
140,1.83,-1.27,1.87
150,0.95,-2.28,1.49
160,0.15,-3.17,0.85
170,-0.68,-4.02,-0.05
180,-1.21,-4.28,-1.23
190,-1.94,-4.84,-2.42
200,-2.31,-5.4,-3.29
210,-2.24,-5.65,-4.06
220,-2.33,-6.03,-4.67
230,-1.82,-6.69,-5.16
240,-1.07,-6.68,-6.61
250,-1.63,-7.07,-8.79
260,-2.41,-7.47,-11.02
270,-2.13,-7.04,-14.17
280,-2.18,-6.4,-17.69
290,-1.79,-5.92,-19.52
300,-1.4,-5.74,-19.89
310,-0.97,-5.62,-19.71
320,-0.55,-4.93,-20.27
330,-1.45,-5.83,-21.98
340,-0.77,-5.14,-24.35
350,-1.44,-4.84,-26.65
360,-1.16,-4.64,-27.28
370,0.72,-4.28,-26.31
380,1.73,-4.42,-24.75
390,2.86,-4.42,-22.94
400,4.54,-4.51,-21.26
410,6.39,-4.41,-19.77
420,7.66,-4.34,-18.39
430,8.11,-3.98,-17.33
440,8.46,-3.51,-15.94
450,8.74,-2.8,-15.59
460,9.1,-1.68,-15.43
470,9.53,-1.32,-15.03
480,10.51,-0.96,-14.77
490,11.94,-0.53,-14.57
500,13.57,-0.53,-13.83
510,14.54,-0.42,-13.32
520,14.6,-0.17,-13.07
530,13.78,-0.06,-12.4
540,13.65,0.14,-11.98
550,15.63,0.64,-11.84
560,17.47,0.77,-11.47
570,18.0,0.56,-10.47
580,17.96,0.05,-8.6
590,17.62,-0.17,-7.21
600,16.99,0.09,-6.38
610,16.32,0.49,-5.93
620,16.11,0.81,-5.23
630,16.02,0.94,-4.67
640,15.88,1.0,-3.87
650,15.65,0.99,-3.01
660,15.13,0.87,-1.56
670,14.55,0.83,0.08
680,13.89,0.89,1.07
690,13.57,1.21,1.89
700,13.57,1.44,2.57
710,13.61,1.67,3.34
720,13.7,1.91,3.79
730,13.75,2.25,3.45
740,12.7,2.14,3.21
750,10.38,1.67,3.79
760,9.74,1.98,3.96
770,10.52,2.98,3.0
780,10.3,3.23,2.21
790,9.65,3.37,1.52
800,9.58,3.76,0.72
810,10.31,4.14,-0.22
820,11.03,4.4,-0.55
830,8.34,3.17,0.84
840,3.78,1.73,2.73
850,3.33,2.01,3.26
860,6.49,3.15,2.5
870,7.49,3.52,2.16
880,6.39,3.36,2.46
890,5.89,3.48,2.88
900,6.84,3.99,2.4
910,8.44,4.53,1.2
920,8.97,4.56,-0.24
930,5.11,3.0,0.04
940,-1.69,1.3,1.66
950,-4.21,1.45,1.1
960,-0.8,3.13,-1.38
970,3.13,4.1,-2.8
980,3.45,3.95,-2.63
990,2.45,3.32,-1.94
1000,2.61,3.2,-2.0
