timestamp,x,y,z
0,1.56,-0.67,-4.67
10,1.78,-1.04,-5.75
20,2.86,-1.05,-6.52
30,4.77,-1.03,-7.39
40,7.04,-0.54,-8.63
50,8.58,-0.14,-9.85
60,9.74,0.12,-10.94
70,11.26,0.42,-11.88
80,12.49,0.48,-12.33
90,13.34,0.39,-12.52
100,14.63,0.18,-12.95
110,16.51,0.54,-13.8
120,18.59,0.38,-14.41
130,19.75,0.12,-13.93
140,21.26,0.45,-13.35
150,21.78,0.11,-11.87
160,21.31,-0.92,-9.11
170,21.21,-1.3,-6.39
180,21.5,-1.59,-3.33
190,22.54,-1.33,-0.59
200,23.36,-1.04,1.43
210,23.28,-0.52,2.71
220,22.62,0.42,2.86
230,21.67,0.94,2.72
240,21.21,1.5,2.29
250,21.15,2.16,1.08
260,21.0,2.29,0.62
270,20.97,1.92,1.47
280,20.92,1.27,2.97
290,20.79,0.43,4.71
300,20.83,-0.22,6.96
310,21.09,-0.44,8.49
320,20.15,-0.88,8.62
330,18.55,-1.58,8.23
340,16.93,-2.54,8.2
350,15.93,-3.01,8.47
360,15.69,-3.37,9.1
370,15.45,-4.29,10.36
380,15.31,-5.23,11.87
390,15.0,-6.0,13.55
400,14.62,-6.39,14.54
410,14.48,-6.59,14.43
420,14.18,-6.67,13.2
430,13.42,-6.79,12.08
440,12.26,-7.13,12.56
450,11.18,-7.4,13.93
460,9.39,-7.81,15.56
470,7.38,-7.82,17.11
480,6.25,-6.58,17.09
490,6.22,-5.3,14.83
500,6.61,-4.04,12.07
510,6.65,-3.33,10.47
520,6.07,-3.14,10.03
530,5.37,-3.07,9.83
540,4.8,-2.93,9.38
550,4.16,-2.78,9.08
560,3.27,-2.88,9.05
570,2.23,-3.12,9.3
580,1.71,-3.1,9.5
590,1.73,-2.91,9.38
600,2.01,-2.46,9.14
610,2.27,-2.06,8.8
620,2.2,-1.95,8.56
630,1.73,-1.95,8.17
640,1.07,-2.01,7.58
650,0.5,-2.15,6.85
660,0.33,-2.03,5.63
670,0.65,-1.79,4.18
680,1.2,-1.46,2.87
690,1.39,-1.26,1.8
700,1.25,-1.13,0.63
710,1.29,-0.85,-0.77
720,1.38,-0.72,-1.87
730,1.34,-0.74,-2.23
740,0.99,-1.09,-1.7
750,0.8,-1.61,-1.29
760,1.09,-1.79,-1.95
770,1.49,-1.58,-3.73
780,1.7,-0.88,-5.94
790,1.8,-0.45,-7.48
800,2.38,0.2,-8.12
810,3.57,0.44,-8.12
820,4.91,0.51,-7.86
830,5.44,0.17,-7.52
840,6.34,0.62,-8.09
850,7.58,1.39,-9.02
860,8.0,2.02,-9.36
870,7.86,2.53,-9.15
880,7.34,2.86,-9.46
890,6.8,2.8,-9.91
900,8.02,2.94,-10.18
910,9.77,3.29,-10.53
920,10.85,3.72,-10.98
930,11.43,4.22,-11.06
940,11.72,4.83,-11.11
950,11.68,4.99,-10.43
960,11.81,4.89,-9.62
970,11.88,4.85,-7.77
980,12.29,4.87,-6.59
990,12.38,5.68,-6.25
1000,12.61,5.55,-5.3
