timestamp,x,y,z
0,14.3,1.23,5.64
10,15.07,0.87,4.94
20,14.93,0.79,4.07
30,14.66,0.79,3.26
40,14.66,0.67,2.78
50,14.95,0.4,2.5
60,15.09,0.19,2.39
70,15.11,-0.04,2.52
80,14.69,0.0,2.88
90,13.07,0.32,3.43
100,11.02,0.62,4.28
110,9.28,0.64,5.22
120,8.17,0.48,6.11
130,7.28,0.54,6.82
140,6.45,0.75,7.29
150,5.84,1.17,7.48
160,5.12,1.74,7.75
170,4.14,2.06,8.25
180,2.87,2.15,8.75
190,1.52,2.18,9.64
200,0.35,2.07,10.75
210,-0.26,2.13,11.79
220,-1.02,2.69,12.88
230,-2.24,3.62,13.48
240,-3.59,4.39,13.57
250,-4.86,4.7,13.36
260,-6.43,4.73,13.01
270,-7.84,4.7,12.68
280,-8.65,4.94,12.4
290,-8.88,5.46,12.27
300,-8.74,6.05,12.06
310,-8.3,6.36,11.6
320,-7.77,6.1,10.89
330,-7.76,5.72,10.19
340,-8.52,5.56,9.8
350,-8.46,5.15,9.54
360,-7.86,4.71,9.51
370,-7.55,4.18,9.52
380,-7.33,3.33,9.64
390,-7.62,2.44,9.87
400,-7.76,1.75,10.26
410,-7.8,1.29,10.71
420,-7.34,1.02,10.77
430,-6.24,0.94,10.38
440,-5.46,0.92,10.57
450,-5.33,0.19,10.13
460,-5.91,-0.72,9.51
470,-6.14,-1.2,9.5
480,-5.91,-1.08,10.02
490,-5.84,-0.48,10.43
500,-5.9,0.1,10.39
510,-5.11,0.27,10.06
520,-3.68,0.09,9.63
530,-1.85,-0.88,8.76
540,-0.19,-1.83,7.4
550,1.56,-2.82,6.31
560,4.68,-4.23,5.48
570,8.74,-4.98,5.36
580,12.34,-4.47,6.28
590,14.08,-3.5,7.63
600,13.37,-2.5,8.89
610,13.06,-2.26,10.37
620,13.58,-2.96,11.04
630,15.39,-3.92,11.53
640,18.02,-4.78,12.12
650,20.35,-4.9,12.51
660,21.45,-4.99,12.33
670,21.83,-4.95,12.18
680,22.27,-5.21,11.84
690,21.73,-5.34,11.66
700,20.86,-5.49,11.8
710,20.32,-5.79,11.71
720,20.22,-6.33,11.53
730,20.31,-6.71,11.52
740,20.43,-7.01,11.59
750,20.24,-6.92,11.92
760,19.52,-7.47,11.26
770,18.27,-7.94,10.52
780,16.57,-8.65,9.74
790,14.49,-8.86,9.34
800,12.12,-8.68,9.18
810,9.87,-8.42,8.98
820,8.02,-8.19,8.68
830,6.87,-8.15,8.32
840,5.96,-8.32,7.82
850,4.89,-8.26,7.83
860,3.55,-8.57,7.97
870,2.07,-8.69,8.47
880,0.25,-8.46,9.47
890,-1.94,-7.83,10.64
900,-3.97,-6.63,12.12
910,-5.73,-5.25,13.49
920,-7.17,-4.48,13.96
930,-8.67,-4.68,13.01
940,-10.31,-4.45,11.79
950,-10.97,-3.91,10.95
960,-10.6,-3.48,10.13
970,-10.23,-2.66,10.12
980,-9.9,-1.81,10.59
990,-9.87,-1.02,11.22
1000,-9.78,-0.35,11.97
