timestamp,x,y,z
0,8.31,3.14,4.39
10,8.94,2.71,3.6
20,9.61,2.31,2.51
30,10.3,1.95,1.68
40,11.66,1.82,1.06
50,13.4,1.59,0.59
60,14.76,1.4,0.45
70,15.96,1.13,0.78
80,17.0,0.9,1.39
90,17.76,0.5,2.28
100,17.98,-0.06,3.42
110,17.84,-0.38,4.68
120,17.38,-0.5,6.16
130,16.53,-0.57,7.34
140,15.25,-0.71,8.08
150,13.8,-0.85,8.22
160,12.53,-0.91,8.23
170,11.26,-0.78,8.25
180,9.73,-0.74,8.25
190,8.37,-0.76,8.46
200,6.93,-0.63,9.08
210,5.39,-0.37,9.59
220,4.19,-0.09,9.83
230,3.43,0.13,9.79
240,2.73,0.42,9.57
250,2.34,0.59,9.49
260,1.8,0.82,9.51
270,0.76,1.17,9.87
280,-0.62,1.77,10.62
290,-2.05,2.46,11.53
300,-3.17,3.0,12.17
310,-4.02,3.34,12.41
320,-4.87,3.63,12.35
330,-5.61,4.03,12.0
340,-6.33,4.22,11.54
350,-6.73,4.3,11.15
360,-6.88,4.49,11.3
370,-6.68,5.0,11.93
380,-6.11,5.42,12.81
390,-5.67,5.78,13.21
400,-5.82,5.56,13.03
410,-6.15,5.23,12.77
420,-6.38,4.83,12.07
430,-6.28,4.32,11.33
440,-6.41,4.13,10.87
450,-6.35,4.21,10.62
460,-6.52,4.24,10.64
470,-7.03,4.09,10.8
480,-7.34,3.76,11.03
490,-7.05,3.22,11.11
500,-6.51,2.5,11.03
510,-5.93,1.89,11.14
520,-5.52,1.2,11.41
530,-5.08,0.73,11.52
540,-5.15,0.46,11.49
550,-5.48,0.09,10.7
560,-6.07,-0.11,9.45
570,-6.41,-0.42,8.12
580,-5.95,-1.12,6.84
590,-4.41,-2.01,6.02
600,-2.52,-2.46,6.17
610,-0.55,-2.54,7.09
620,1.44,-2.14,8.54
630,3.18,-1.28,10.22
640,4.67,-0.57,11.34
650,5.67,-0.35,11.65
660,6.3,-0.84,10.73
670,7.34,-1.54,9.63
680,9.0,-2.0,9.29
690,10.48,-1.96,9.66
700,11.02,-1.33,10.46
710,11.21,-0.95,10.72
720,11.77,-1.12,10.45
730,13.06,-1.41,10.63
740,15.15,-1.6,11.49
750,17.31,-1.65,12.41
760,18.78,-1.55,13.1
770,19.18,-1.47,13.22
780,18.42,-1.64,12.51
790,17.48,-1.97,11.46
800,16.87,-2.28,10.49
810,16.35,-2.41,9.79
820,16.28,-3.0,9.5
830,16.28,-3.06,9.18
840,16.65,-3.32,9.62
850,16.74,-3.48,10.28
860,16.78,-3.56,11.16
870,16.9,-3.61,11.99
880,16.64,-3.65,12.18
890,16.06,-3.93,11.69
900,15.43,-4.23,10.94
910,14.53,-4.7,10.16
920,13.75,-5.09,9.53
930,12.7,-5.27,9.26
940,11.73,-5.07,9.38
950,10.93,-4.74,9.36
960,10.13,-4.38,9.08
970,8.84,-4.15,8.52
980,7.59,-4.09,7.81
990,6.53,-4.1,7.52
1000,5.22,-4.68,7.63
